implementation,format,matrix,rows,cols,nnz,processes,avg_time_s,std_time_s,gflops,comm_time_s,compute_time_s,file_parse_s,input_total_s,input_read_parse_s,input_file_io_s,input_parse_s,matrix_validation_s,matrix_redistribution_s,matrix_pack_s,matrix_exchange_s,matrix_source_nnz,matrix_remote_nnz,matrix_remote_fraction,format_conv_s,h2d_transfer_s,valid,max_abs_error
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,4,1.754628000e-04,6.790806798e-06,219.250348222,3.984300000e-05,1.192960025e-04,4.990401775e+00,1.611216741e+01,4.872457544e+00,3.549236097e+00,1.323220367e+00,3.918830100e-02,1.171774700e-01,7.364536500e-02,4.353210500e-02,19235140,14221814,7.393662848e-01,2.080052801e-01,7.810334000e-03,1,2.038478851e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,4,1.572120400e-04,2.634187472e-05,190.968388937,6.109448000e-05,7.534592256e-05,5.216046675e+00,1.367411459e+01,5.125753258e+00,3.823514293e+00,1.302238282e+00,1.458562100e-02,9.016647400e-02,5.579156500e-02,3.437490900e-02,15011265,11163855,7.436984824e-01,1.371727095e-01,5.881836000e-03,1,2.488980691e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,4,5.849258900e-03,1.606674785e-03,9.102688206,5.675990200e-03,1.514086428e-04,1.339634261e+01,3.589913264e+01,1.322503385e+01,8.919252386e+00,4.305780616e+00,1.536924110e-01,1.700671450e-01,1.100577750e-01,6.000937000e-02,26621990,20491150,7.697076740e-01,9.952667310e-01,1.687710500e-02,1,4.810702203e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,4,1.729233000e-04,2.516118483e-06,234.974153283,4.755540000e-05,1.232691172e-04,1.168109006e+01,2.879639827e+01,1.155935727e+01,8.244379665e+00,3.314976636e+00,1.104577170e-01,1.218322030e-01,7.030261700e-02,5.152958600e-02,20316253,20065973,9.876807992e-01,3.238181473e-01,9.416494000e-03,1,6.988048553e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,4,6.483715140e-03,7.068163679e-04,314.604564815,2.155510920e-03,4.752855072e-03,3.097060979e+02,1.247437735e+03,3.032887475e+02,2.260669013e+02,7.722184355e+01,4.280523117e+00,6.365139836e+00,3.871836842e+00,2.493302994e+00,1019903190,756724353,7.419570410e-01,1.432810373e+01,3.592717610e-01,1,5.072355270e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,4,3.998211080e-03,1.662844410e-04,387.409437123,8.044998400e-04,3.359375339e-03,1.595532977e+02,5.533528105e+02,1.548666104e+02,1.069229914e+02,4.794361644e+01,8.141271770e-01,4.628503884e+00,2.834072595e+00,1.794431289e+00,774472352,533466993,6.888134762e-01,6.433980070e+00,2.457357720e-01,1,1.153945923e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,4,8.458414400e-03,1.486636907e-03,35.702701915,6.754319520e-03,1.738977275e-03,2.417355250e+01,2.909302904e+02,2.173043092e+01,1.608754104e+01,5.642889134e+00,6.583925000e-03,2.430894564e+00,2.087133090e+00,3.437614740e-01,150994124,113248099,7.500165967e-01,2.083213130e+01,8.018711500e-02,1,6.633996964e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,4,1.316370600e-04,2.954758876e-06,47.183308409,7.629570000e-05,4.012031868e-05,1.453862307e+00,4.087753541e+00,1.418920257e+00,9.804423410e-01,4.384773610e-01,1.132976800e-02,3.418868100e-02,2.057272300e-02,1.361595800e-02,3105536,2275462,7.327115190e-01,1.890223301e-01,2.499022000e-03,1,1.545702528e-06
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,4,4.023071600e-04,3.745586269e-06,356.276656871,7.648792000e-05,3.082854372e-04,1.512460835e+01,4.841548109e+01,1.453240073e+01,9.535258861e+00,4.997139888e+00,8.576213700e-02,5.849863780e-01,4.410555260e-01,1.439308520e-01,71666325,28018789,3.909617104e-01,1.543441931e+00,2.292114300e-02,0,1.655946069e-02
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,4,2.090866200e-04,3.859894919e-06,183.992069890,8.434430000e-05,1.156505619e-04,4.877345279e+00,1.624498228e+01,4.710637586e+00,3.385567771e+00,1.325068960e+00,4.107199400e-02,1.640348090e-01,1.142793590e-01,4.975545000e-02,19235140,14247953,7.407252040e-01,5.431299937e-01,7.448368000e-03,1,2.038478851e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,4,1.671669200e-04,3.602675205e-06,179.596118658,7.167962000e-05,7.557120323e-05,4.885656030e+00,1.332489197e+01,4.758596809e+00,3.455148329e+00,1.303447722e+00,1.113683700e-02,1.265508660e-01,9.252861800e-02,3.402224800e-02,15011265,11163112,7.436489863e-01,3.276303855e-01,5.364265000e-03,1,2.298245828e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,4,1.770738120e-03,1.082669985e-04,30.068805431,1.591944840e-03,1.639014381e-04,1.425919277e+01,3.699801950e+01,1.402263299e+01,9.715352658e+00,4.307279459e+00,1.618044740e-01,2.352465730e-01,1.745707050e-01,6.067586800e-02,26621990,20716857,7.781858907e-01,1.642981935e+00,1.501635900e-02,1,1.080270620e-03
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,4,2.495931000e-04,4.003412120e-06,162.794989123,1.152765800e-04,1.301504031e-04,1.188725753e+01,2.915557602e+01,1.171383462e+01,8.394345159e+00,3.319488334e+00,1.051739390e-01,1.732143660e-01,1.181613090e-01,5.505305700e-02,20316253,20065804,9.876724807e-01,1.373520656e+00,9.389999000e-03,1,6.988048553e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,4,7.539685140e-03,6.909719935e-04,270.542647620,3.396177000e-03,4.533821468e-03,3.148850010e+02,1.172702130e+03,3.059886841e+02,2.287550660e+02,7.723361544e+01,4.474937529e+00,8.837137729e+00,6.607373348e+00,2.229764381e+00,1019903190,756737510,7.419699413e-01,4.093599692e+01,3.488685340e-01,1,5.072355270e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,4,3.861330120e-03,9.565562318e-05,401.142781334,8.392956200e-04,3.316162539e-03,1.613170757e+02,5.575408724e+02,1.547698285e+02,1.068177041e+02,4.795212351e+01,5.822403220e-01,6.495206479e+00,4.675048758e+00,1.820157721e+00,774472352,533571675,6.889486418e-01,2.333295735e+01,2.434355240e-01,1,1.153945923e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,4,4.813717480e-03,6.850768025e-04,62.734933916,3.192377460e-03,1.879039984e-03,2.459946558e+01,2.909459571e+02,2.143813881e+01,1.580687453e+01,5.631262044e+00,1.523175700e-02,3.149600582e+00,2.809360108e+00,3.402404740e-01,150994124,113248471,7.500190603e-01,1.952661833e+01,6.244180400e-02,1,7.110834122e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,4,1.550892000e-04,2.235012474e-06,40.048385058,1.156397200e-04,4.915200062e-05,2.526241096e+00,2.526241377e+00,2.481029837e+00,2.042321774e+00,4.387074730e-01,9.851830000e-03,4.476480000e-02,3.511704300e-02,9.647757000e-03,3105536,1108673,3.569989206e-01,3.988315123e-01,2.869392000e-03,1,2.022539686e-06
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,4,4.141455400e-04,8.878109058e-06,346.092463051,9.142028000e-05,3.132825601e-04,1.973467179e+01,1.973467195e+01,1.885425417e+01,1.382231887e+01,5.031933084e+00,8.970412900e-02,8.731262250e-01,7.365664050e-01,1.365598200e-01,71666325,1276552,1.781243841e-02,2.268112305e+00,2.301203200e-02,0,1.655946069e-02
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,4,3.014637600e-04,1.950986687e-05,127.611624031,1.719451200e-04,1.180057627e-04,7.140897079e+00,7.140897251e+00,6.900594608e+00,5.572410877e+00,1.328182158e+00,4.254175500e-02,2.389371030e-01,2.009610900e-01,3.797601300e-02,19235140,1865368,9.697709505e-02,9.130717514e-01,7.819462000e-03,1,2.038478851e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,4,1.943598400e-04,3.291215025e-06,154.468793553,1.103057200e-04,9.291776165e-05,6.413310051e+00,6.413310268e+00,6.224934041e+00,4.913568213e+00,1.311365049e+00,1.431479700e-02,1.882130910e-01,1.602150910e-01,2.799800000e-02,15011265,3547685,2.363348459e-01,7.737657330e-01,6.119810000e-03,1,2.488980691e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,4,8.530806600e-04,8.160152185e-05,62.413769877,7.144556200e-04,2.294374397e-04,1.698502001e+01,1.698502057e+01,1.662577703e+01,1.228687948e+01,4.338896454e+00,1.605723050e-01,3.578054060e-01,2.818823990e-01,7.592300700e-02,26621990,13573900,5.098754826e-01,3.392629211e+00,1.934664200e-02,1,4.810702203e-04
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,4,2.530369400e-04,1.925740922e-06,160.579344661,1.212460400e-04,1.321369562e-04,1.578274251e+01,1.578274281e+01,1.553515035e+01,1.219487662e+01,3.340272884e+00,1.233267500e-01,2.462962960e-01,2.154354910e-01,3.086080500e-02,20316253,456153,2.245261466e-02,1.839959866e+00,9.149661000e-03,1,2.105236053e-04
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,4,1.214211098e-02,9.594831982e-04,167.994377861,8.236801140e-03,4.522905655e-03,4.293850541e+02,4.293850543e+02,4.165629965e+02,3.392060251e+02,7.735697056e+01,4.635427437e+00,1.276660355e+01,1.060786383e+01,2.158739722e+00,1019903190,145447664,1.426092843e-01,7.075674926e+01,3.621517690e-01,1,4.577636719e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,4,1.836684802e-02,1.381899596e-03,84.333724671,1.561325322e-02,2.787450910e-03,1.994441055e+02,1.994441057e+02,1.891526690e+02,1.409678011e+02,4.818486553e+01,8.408194920e-01,1.023248963e+01,8.366611532e+00,1.865878095e+00,774472352,571625947,7.380843816e-01,3.464273237e+01,2.502967860e-01,1,1.210076746e-04
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,4,6.339297240e-03,7.784647034e-04,47.637496171,4.580467020e-03,1.724252162e-03,3.016592351e+01,3.016592405e+01,2.820089221e+01,2.257450296e+01,5.626386686e+00,2.735601400e-02,1.951764314e+00,1.620617564e+00,3.311467500e-01,150994124,113245572,7.499998609e-01,2.328823447e+01,6.869240900e-02,1,6.663799286e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,4,1.607185920e-03,2.030880584e-04,46.974284095,1.151584240e-03,4.499455994e-04,6.652200523e+00,6.652200878e+00,6.162831574e+00,4.776474878e+00,1.386355944e+00,1.971750400e-02,4.864690970e-01,4.031691570e-01,8.329994000e-02,37748204,28311355,7.500053512e-01,5.229793966e+00,1.911531400e-02,1,5.215406418e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,4,1.426544800e-04,2.334877485e-05,43.539270551,9.808004000e-05,4.026367873e-05,2.055075947e+00,3.423441552e+00,2.026630825e+00,1.587179734e+00,4.394504570e-01,1.014022300e-02,2.741446400e-02,1.324100800e-02,1.417345600e-02,3105536,2372299,7.638935759e-01,1.498939682e-01,3.012150000e-03,1,2.022539686e-06
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,4,4.130635000e-04,4.151610087e-05,346.999069151,8.581560000e-05,3.077120078e-04,2.037733832e+01,3.571110487e+01,1.992825864e+01,1.490187201e+01,5.026385756e+00,7.450794200e-02,4.420565440e-01,2.713583070e-01,1.706982370e-01,71666325,48306731,6.740506228e-01,7.243694826e-01,2.329643000e-02,0,1.655946069e-02
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,4,3.479985800e-04,4.589874213e-05,110.547232693,2.141279600e-04,1.148313615e-04,6.978594683e+00,1.152162250e+01,6.856432014e+00,5.539465806e+00,1.316965365e+00,2.488743000e-02,1.209288210e-01,7.117666300e-02,4.975215800e-02,19235140,13131759,6.826963048e-01,3.265346102e-01,8.280211000e-03,1,2.038478851e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,4,3.141124000e-04,4.629904223e-05,95.578939259,2.166661400e-04,7.954431713e-05,6.125030894e+00,1.022667413e+01,6.032584317e+00,4.717227057e+00,1.315356472e+00,2.380767600e-02,9.231093600e-02,5.352776500e-02,3.878317100e-02,15011265,9188080,6.120789953e-01,3.709463974e-01,6.301584000e-03,1,2.488980691e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,4,7.499873780e-03,7.548928597e-04,7.099316810,7.315146840e-03,1.664204785e-04,1.743100910e+01,3.048495490e+01,1.725742796e+01,1.291769360e+01,4.339733443e+00,1.701803920e-01,1.733579930e-01,9.789087200e-02,7.546712100e-02,26621990,20200500,7.587900078e-01,1.449777768e+00,2.002169000e-02,1,1.080270620e-03
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,4,1.752711000e-04,2.488109462e-06,231.826616024,4.978948000e-05,1.222655971e-04,1.570170955e+01,2.593012923e+01,1.557382060e+01,1.223236279e+01,3.341456941e+00,1.218752250e-01,1.266191530e-01,7.599193600e-02,5.062721700e-02,20316253,13641287,6.714469937e-01,3.288978635e-01,9.717827000e-03,1,6.988048553e-04
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,4,1.253321640e-02,1.395335872e-03,162.752027484,8.245697080e-03,4.304363546e-03,3.961145619e+02,6.677734203e+02,3.896480042e+02,3.125895784e+02,7.705842446e+01,4.450330314e+00,6.412132876e+00,3.845862467e+00,2.566270409e+00,1019903190,717353307,7.033543125e-01,1.592514835e+01,3.661799850e-01,1,5.072355270e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,4,1.814505190e-02,1.521952865e-03,85.364578318,1.545078078e-02,3.362816072e-03,1.897083122e+02,3.431504597e+02,1.849475479e+02,1.367488507e+02,4.819869472e+01,9.518175940e-01,4.709669037e+00,2.838696370e+00,1.870972667e+00,774472352,498029024,6.430559112e-01,6.015287920e+01,2.773965550e-01,1,1.153945923e-04
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,4,1.386599260e-02,1.888981325e-03,21.779057346,1.191732444e-02,1.857863672e-03,3.033229970e+01,5.171973723e+01,2.789612687e+01,2.227277181e+01,5.623354223e+00,1.533703200e-02,2.423668638e+00,2.095979370e+00,3.276892680e-01,150994124,113242884,7.499820589e-01,2.290847003e+01,6.982037800e-02,1,6.633996964e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,4,3.023240060e-03,2.445066160e-04,24.972018927,2.532469920e-03,4.681318378e-04,7.322209646e+00,1.233513447e+01,6.792330607e+00,5.410667751e+00,1.381662056e+00,9.160521000e-03,5.270007720e-01,4.394296150e-01,8.757115700e-02,37748204,28311176,7.500006093e-01,4.467874503e+00,1.922034100e-02,1,1.100301743e-04



MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,3,1.738782800e-04,1.324595888e-05,35.720804232,1.118730800e-04,4.356095985e-05,1.724107606e+00,1.724107818e+00,1.690088655e+00,1.112037472e+00,5.780492450e-01,3.184359860e-01,3.346123700e-02,2.311714200e-02,1.034409500e-02,3105536,2070056,6.665696356e-01,2.700469011e-01,3.246840000e-03,1,2.022539686e-06
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,3,2.206165400e-03,2.745588326e-04,64.969131508,1.740684180e-03,4.364288068e-04,1.699148784e+01,1.699148814e+01,1.631735074e+01,9.693797168e+00,6.623551140e+00,3.553303080e+00,6.680054660e-01,4.717347940e-01,1.962706720e-01,71666325,47777511,6.666661225e-01,7.512427934e+00,3.423387000e-02,0,1.655946069e-02
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,3,1.188890260e-03,1.173856858e-04,32.358142122,1.010008140e-03,1.535385638e-04,5.488150529e+00,5.488150900e+00,5.303804156e+00,3.558558686e+00,1.745243603e+00,9.804527830e-01,1.819971090e-01,1.313948350e-01,5.060227400e-02,19235140,12815172,6.662375215e-01,1.850158242e+00,1.206884300e-02,1,2.056360245e-05
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,3,4.554264200e-04,2.555891058e-05,65.921801375,3.223819800e-04,1.114521605e-04,5.182469533e+00,5.182469920e+00,5.044520133e+00,3.315166634e+00,1.729352756e+00,9.094512610e-01,1.369451010e-01,9.406075600e-02,4.288434500e-02,15011265,9995645,6.658762603e-01,1.432651108e+00,8.370270000e-03,1,2.745016057e-05
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,3,5.330949360e-03,6.316736258e-04,9.987710707,5.089686520e-03,2.263449600e-04,1.523647668e+01,1.523647691e+01,1.498492902e+01,9.253298223e+00,5.731630016e+00,3.267382320e+00,2.485329350e-01,1.711216090e-01,7.741132600e-02,26621990,17920510,6.731468985e-01,2.889959834e+00,2.366077200e-02,1,4.810702203e-04
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,3,1.101255384e-02,1.031770724e-03,3.689653335,1.079678794e-02,1.575526428e-04,1.265286274e+01,1.265286320e+01,1.245999228e+01,8.074999084e+00,4.384992458e+00,2.409541298e+00,1.915708400e-01,1.381227530e-01,5.344808700e-02,20316253,13544308,6.666735249e-01,2.974606287e+00,3.033701600e-02,1,6.988048553e-04
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,3,1.820467459e-01,3.976434946e-03,11.204849445,1.753752843e-01,5.842616348e-03,3.509723783e+02,3.509723788e+02,3.414571416e+02,2.390920624e+02,1.023650784e+02,5.791983779e+01,9.418180989e+00,6.920841543e+00,2.497339446e+00,1019903190,679875466,6.666078434e-01,1.335163376e+02,7.558352400e-01,1,5.072355270e-05
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,3,7.622197966e-02,2.784132458e-03,20.321496646,7.203455766e-02,4.258549767e-03,1.817759110e+02,1.817759114e+02,1.745557508e+02,1.109751714e+02,6.358057826e+01,3.769929236e+01,7.167082554e+00,5.278009713e+00,1.889072841e+00,774472352,516315800,6.666678270e-01,9.327661272e+01,4.449357690e-01,1,1.153945923e-04
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,3,1.219736328e-02,7.999600074e-04,24.758486000,9.425717240e-03,2.709647355e-03,2.601782046e+01,2.601782066e+01,2.462697116e+01,1.713339450e+01,7.493575880e+00,3.983816804e+00,1.377369147e+00,1.000934175e+00,3.764349720e-01,150994124,100652272,6.665972777e-01,2.703626086e+01,8.834007300e-02,1,6.633996964e-05
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,rmat_26.mtx,67108864,67108864,603978557,3,5.757235240e-02,2.888256099e-04,20.981548671,3.911305504e-02,1.818261513e-02,1.055134268e+02,1.055134271e+02,1.000232760e+02,6.966565750e+01,3.035761737e+01,1.632683606e+01,5.439790810e+00,3.963395918e+00,1.476394892e+00,603978557,402642231,6.666498774e-01,1.335866880e+02,3.342514500e-01,1,2.343058586e-04
MPI mpi-io-in cyclic-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,3,2.466967540e-03,8.193837592e-05,30.602919080,1.827400500e-03,6.070271993e-04,7.033697301e+00,7.033697526e+00,6.693630644e+00,4.858640508e+00,1.834989464e+00,9.806346280e-01,3.370541430e-01,2.417817450e-01,9.527239800e-02,37748204,25167593,6.667229254e-01,5.616822376e+00,2.376423500e-02,1,7.343292236e-05
MPI mpi-io-in block-x adaptive ,CSR,ldoor.mtx,952203,952203,46522475,3,7.317175400e-04,3.133521486e-05,127.159655077,4.574145200e-04,2.759270412e-04,1.932941350e+01,1.932941375e+01,1.896445096e+01,1.374159532e+01,5.222853756e+00,2.935257208e+00,3.601598410e-01,2.581171480e-01,1.020426930e-01,46522475,6161564,1.324427387e-01,1.738563869e+00,2.098043800e-02,0,1.997471085e+01
MPI mpi-io-in block-x adaptive ,CSR,webbase-1M.mtx,1000005,1000005,3105536,3,1.029617200e-04,2.782685264e-06,60.324089380,5.931750000e-05,4.993023969e-05,2.027539792e+00,2.027540079e+00,1.999349952e+00,1.408049894e+00,5.912993090e-01,3.358797990e-01,2.777054800e-02,1.585929200e-02,1.191125600e-02,3105536,850154,2.737543535e-01,1.332937403e-01,3.053599000e-03,1,2.022539686e-06
MPI mpi-io-in block-x adaptive ,CSR,bone010.mtx,986703,986703,71666325,3,4.516633200e-04,5.035230142e-06,317.344011907,2.844538000e-05,4.076953644e-04,2.209666481e+01,2.209666529e+01,2.155808750e+01,1.492695186e+01,6.631134844e+00,3.543350971e+00,5.318550900e-01,3.760507290e-01,1.558043610e-01,71666325,502540,7.012219477e-03,1.027144138e+00,3.022875000e-02,0,1.655946069e-02
MPI mpi-io-in block-x adaptive ,CSR,boyd2.mtx,466316,466316,1500397,3,6.112267000e-04,1.955466330e-05,4.909461579,5.684290800e-04,2.930688038e-05,5.253015440e-01,5.253017600e-01,5.119806730e-01,3.718841350e-01,1.400956310e-01,8.107424900e-02,1.328037400e-02,6.021910000e-03,7.258464000e-03,1500397,992404,6.614276088e-01,2.503002980e-01,3.692519000e-03,1,1.440215890e+02
MPI mpi-io-in block-x adaptive ,CSR,ASIC_680ks.mtx,682712,682712,2329176,3,7.017666000e-05,3.511170389e-06,66.380360651,2.769376000e-05,2.428928066e-05,2.061045642e+00,2.061045854e+00,2.046717985e+00,1.559813592e+00,4.869037910e-01,2.544868110e-01,1.429414500e-02,1.084234200e-02,3.451803000e-03,2329176,70293,3.017934239e-02,3.496285468e-02,2.253464000e-03,1,3.744061245e-02
MPI mpi-io-in block-x adaptive ,CSR,eu-2005.mtx,862664,862664,19235140,3,2.996382600e-04,2.366706901e-05,128.389078217,1.387170600e-04,1.557503974e-04,7.447695772e+00,7.447696018e+00,7.296160701e+00,5.498446686e+00,1.797713241e+00,1.057724778e+00,1.482961170e-01,1.075936530e-01,4.070246400e-02,19235140,1890007,9.825803191e-02,4.938232870e-01,9.872937000e-03,1,2.038478851e-05
MPI mpi-io-in block-x adaptive ,CSR,Si41Ge41H72.mtx,185639,185639,15011265,3,2.397562600e-04,4.685440273e-06,125.221047409,1.393740400e-04,1.250099197e-04,7.481492349e+00,7.481492581e+00,7.366333470e+00,5.622535925e+00,1.743796823e+00,9.235274880e-01,1.137464520e-01,5.150585300e-02,6.224059900e-02,15011265,2043619,1.361390263e-01,3.326950449e-01,6.306977000e-03,1,2.488980691e-05
MPI mpi-io-in block-x adaptive ,CSR,Rucci1.mtx,1977885,109900,7791168,3,1.371918000e-04,2.386612122e-05,113.580665899,6.387320000e-05,5.394431964e-05,5.903573071e+00,5.903573369e+00,5.839949450e+00,4.132372867e+00,1.707575696e+00,9.218603680e-01,6.349164000e-02,4.004733000e-02,2.344431000e-02,7791168,5178259,6.646319268e-01,8.501231614e-01,5.533038000e-03,1,2.607567424e-07
MPI mpi-io-in block-x adaptive ,CSR,FullChip.mtx,2987012,2987012,26621990,3,1.183016820e-03,6.466459803e-06,45.006950958,1.014312120e-03,2.762751979e-04,1.832566073e+01,1.832566098e+01,1.810565510e+01,1.234925577e+01,5.756398464e+00,3.322586352e+00,2.174513510e-01,8.002717900e-02,1.374241720e-01,26621990,13655265,5.129317906e-01,2.739717001e+00,1.789652000e-02,1,4.810702203e-04
MPI mpi-io-in block-x adaptive ,CSR,rajat31.mtx,4690002,4690002,20316253,3,2.065734200e-04,2.552783672e-06,196.697648710,5.447956000e-05,1.582694373e-04,1.591888339e+01,1.591888365e+01,1.576859581e+01,1.135653080e+01,4.412064298e+00,2.453659590e+00,1.492931200e-01,5.610055900e-02,9.319256100e-02,20316253,304916,1.500847622e-02,2.785299795e-01,1.130616600e-02,1,6.988048553e-04
MPI mpi-io-in block-x adaptive ,CSR,webbase-2001.mtx,118142155,118142155,1019903190,3,1.320153614e-02,1.123314209e-03,154.512805053,7.320537880e-03,5.989314547e-03,4.842297034e+02,4.842297039e+02,4.763508221e+02,3.740375057e+02,1.023133137e+02,5.971197864e+01,7.782839055e+00,5.180365711e+00,2.602473344e+00,1019903190,115507034,1.132529392e-01,2.045381282e+01,4.818285920e-01,1,5.072355270e-05
MPI mpi-io-in block-x adaptive ,CSR,nlpkkt240.mtx,27993600,27993600,774472352,3,4.072968492e-02,1.195315798e-03,38.029871997,3.688300196e-02,3.860930567e-03,2.290626476e+02,2.290626479e+02,2.224895750e+02,1.587136498e+02,6.377592343e+01,3.824965748e+01,6.518855889e+00,4.237127498e+00,2.281728391e+00,774472352,501235924,6.471966658e-01,1.483025936e+02,3.937472690e-01,1,1.153945923e-04
MPI mpi-io-in block-x adaptive ,CSR,rmat_24.mtx,16777216,16777216,150994124,3,1.244150706e-02,9.795582250e-04,24.272642096,9.689507840e-03,2.720256004e-03,3.888270904e+01,3.888270934e+01,3.745918775e+01,2.998040913e+01,7.478776914e+00,4.005036779e+00,1.412281363e+00,1.038659449e+00,3.736219140e-01,150994124,100660246,6.666500877e-01,2.901821368e+01,9.109163800e-02,1,6.633996964e-05
MPI mpi-io-in block-x adaptive ,CSR,rmat_26.mtx,67108864,67108864,603978557,3,5.777820064e-02,4.685528593e-04,20.906797038,3.922412258e-02,1.825075207e-02,1.480250367e+02,1.480250370e+02,1.423358728e+02,1.119494384e+02,3.038643357e+01,1.701281007e+01,5.641023956e+00,4.171193938e+00,1.469830018e+00,603978557,402657716,6.666755158e-01,1.389472588e+02,3.452180210e-01,1,1.699328423e-04
