implementation,format,matrix,rows,cols,nnz,processes,avg_time_s,std_time_s,gflops,comm_time_s,compute_time_s,file_parse_s,input_total_s,input_read_parse_s,input_file_io_s,input_parse_s,matrix_validation_s,matrix_redistribution_s,matrix_pack_s,matrix_exchange_s,matrix_source_nnz,matrix_remote_nnz,matrix_remote_fraction,format_conv_s,h2d_transfer_s,valid,max_abs_error
MPI mpi-io-in block-x adaptive ,CSR,Si41Ge41H72.mtx,185639,185639,15011265,2,1.791600600e-04,1.389491999e-06,167.573788488,2.909158000e-05,1.407795188e-04,4.483526441e+00,4.483526653e+00,4.387802147e+00,3.143209928e+00,1.244591150e+00,5.181933200e-02,9.513101000e-02,6.755340800e-02,2.757760200e-02,15011265,677138,4.510865673e-02,2.521176787e-01,6.234472000e-03,1,2.488980691e-05
MPI mpi-io-in block-x adaptive ,CSR,Rucci1.mtx,1977885,109900,7791168,2,1.158074600e-04,1.957198152e-06,134.553818898,2.181538000e-05,7.448576286e-05,4.664343926e+00,4.664344148e+00,4.608821420e+00,3.436663469e+00,1.172157080e+00,1.215648000e-03,5.539670300e-02,3.162233200e-02,2.377437100e-02,7791168,3880965,4.981236446e-01,6.157552853e-01,4.287545000e-03,1,2.607567424e-07
MPI mpi-io-in block-x adaptive ,CSR,FullChip.mtx,2987012,2987012,26621990,2,8.319846800e-04,1.124447429e-04,63.996346664,5.947749800e-04,3.371008033e-04,1.376506040e+01,1.376506061e+01,1.357023128e+01,9.918098163e+00,3.652132154e+00,5.515632000e-02,1.927578730e-01,1.194556760e-01,7.330219700e-02,26621990,10025207,3.765761688e-01,1.509878061e+00,1.401687500e-02,1,4.810702203e-04
MPI mpi-io-in block-x adaptive ,CSR,rajat31.mtx,4690002,4690002,20316253,2,2.588829000e-04,1.685399245e-06,156.953224797,4.395442000e-05,2.260582387e-04,1.141790683e+01,1.141790725e+01,1.129070803e+01,8.306843701e+00,2.983863208e+00,4.232197000e-02,1.250256950e-01,9.032443400e-02,3.470126100e-02,20316253,153725,7.566601971e-03,1.974725441e-01,9.750459000e-03,1,6.988048553e-04
MPI mpi-io-in block-x adaptive ,CSR,webbase-2001.mtx,118142155,118142155,1019903190,2,1.252404022e-02,4.995698223e-04,162.871273500,3.787112800e-03,8.659804134e-03,3.183687146e+02,3.183687149e+02,3.118660003e+02,2.468986472e+02,6.496735098e+01,8.935861350e-01,6.450234448e+00,4.571639523e+00,1.878594925e+00,1019903190,70701250,6.932153041e-02,1.480012585e+01,4.249050030e-01,1,5.072355270e-05
MPI mpi-io-in block-x adaptive ,CSR,nlpkkt240.mtx,27993600,27993600,774472352,2,3.521901198e-02,6.257284355e-04,43.980356544,2.926959670e-02,5.725143013e-03,1.598533507e+02,1.598533510e+02,1.541056487e+02,1.137332027e+02,4.037244504e+01,1.672734324e+00,5.693563359e+00,3.540723849e+00,2.152839510e+00,774472352,376719342,4.864206463e-01,1.285406669e+02,3.277123730e-01,1,1.153945923e-04
MPI mpi-io-in block-x adaptive ,CSR,rmat_24.mtx,16777216,16777216,150994124,2,9.176147320e-03,9.755416686e-04,32.910135100,4.454017780e-03,4.668088312e-03,2.318238901e+01,2.318238923e+01,2.209231029e+01,1.686422657e+01,5.228082801e+00,9.464145800e-02,1.076687289e+00,6.594856170e-01,4.172016720e-01,150994124,75490714,4.999579586e-01,2.164923692e+01,6.815242000e-02,1,6.633996964e-05
MPI mpi-io-in block-x adaptive ,CSR,rmat_26.mtx,67108864,67108864,603978557,2,4.718854924e-02,4.265002288e-04,25.598521960,1.855725558e-02,2.845581314e-02,9.407357544e+01,9.407357597e+01,8.974561357e+01,6.920768503e+01,2.053792782e+01,3.943615990e-01,4.281968228e+00,2.624648765e+00,1.657319463e+00,603978557,301992208,5.000048503e-01,1.054245222e+02,2.670898260e-01,1,1.087188721e-04
MPI mpi-io-in block-x adaptive ,CSR,rmat_22.mtx,4194304,4194304,37748204,2,1.665820880e-03,2.859447159e-04,45.320843859,7.465904800e-04,9.109913695e-04,5.358147707e+00,5.358148257e+00,5.093255561e+00,3.833189846e+00,1.260064799e+00,9.768983000e-03,2.624820290e-01,1.645654040e-01,9.791662500e-02,37748204,18869339,4.998738218e-01,4.732369002e+00,1.837938500e-02,1,7.343292236e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,2,1.354250400e-04,2.049925276e-06,45.863541927,6.275586000e-05,6.395903930e-05,1.589437491e+00,4.195320941e+00,1.534125073e+00,6.660343630e-01,8.680889700e-01,9.482405000e-03,5.526168400e-02,4.241623400e-02,1.284545000e-02,3105536,1733487,5.581925310e-01,3.505511771e-01,3.301726000e-03,1,2.022539686e-06
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,2,6.805543600e-04,1.484527598e-06,210.611610805,7.412454000e-05,6.053683388e-04,1.951292563e+01,5.286839990e+01,1.839505896e+01,8.509605647e+00,9.885451368e+00,4.773999400e-02,1.104809270e+00,8.628606810e-01,2.419485890e-01,71666325,63951263,8.923474589e-01,3.092116806e+00,4.280295300e-02,0,1.655946069e-02
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,2,2.826461000e-04,7.289923216e-05,136.107591790,7.468688000e-05,1.991679960e-04,6.538256043e+00,1.775689685e+01,6.240044980e+00,3.641350656e+00,2.598693334e+00,3.186671900e-02,2.964007910e-01,2.307632520e-01,6.563753900e-02,19235140,10190165,5.297681743e-01,1.077883505e+00,1.242695000e-02,1,2.038478851e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,2,2.007195800e-04,2.801281459e-06,149.574495921,6.305916000e-05,1.334067169e-04,6.667054473e+00,1.550280030e+01,6.436508517e+00,3.836357730e+00,2.600149702e+00,2.075452000e-02,2.289636930e-01,1.758188590e-01,5.314483400e-02,15011265,7408258,4.935132382e-01,6.270542735e-01,9.432647000e-03,1,2.206497974e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,2,2.958488920e-03,4.040906348e-04,17.997018559,2.659323120e-03,2.975948811e-04,1.984872900e+01,4.234287927e+01,1.941923091e+01,1.086546777e+01,8.553761218e+00,2.583922630e-01,4.269137600e-01,3.415119240e-01,8.540183600e-02,26621990,14396412,5.407714450e-01,2.252920863e+00,1.874537500e-02,1,4.810702203e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,2,3.681863600e-04,3.890133578e-06,110.358531479,1.544419000e-04,2.265702382e-04,1.561668529e+01,3.289935331e+01,1.530046827e+01,8.776133783e+00,6.524333761e+00,1.038393530e-01,3.143065220e-01,2.410801060e-01,7.322641600e-02,20316253,19363705,9.531139920e-01,1.955429013e+00,1.528449200e-02,1,6.988048553e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,2,1.287284244e-02,8.792789219e-04,158.458117506,4.937975840e-03,8.305786877e-03,5.092545680e+02,1.663797146e+03,4.892416233e+02,3.341863963e+02,1.550552248e+02,4.665976684e+00,1.939143940e+01,1.471599055e+01,4.675448849e+00,1019903190,510210769,5.002541163e-01,7.457179310e+01,6.581616370e-01,1,5.072355270e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,2,6.741684820e-03,6.505305744e-04,229.756321359,9.471990000e-04,5.862748165e-03,2.383126151e+02,6.445741132e+02,2.258136787e+02,1.305607677e+02,9.525290904e+01,6.084606060e-01,1.240082501e+01,9.505764671e+00,2.895060340e+00,774472352,357539771,4.616559521e-01,4.529354656e+01,4.603664330e-01,1,1.153945923e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,2,8.919954320e-03,6.198438276e-04,33.855358130,5.494780780e-03,4.669685755e-03,3.854472213e+01,2.239121008e+02,3.246394674e+01,2.121987654e+01,1.124406833e+01,1.608626400e-02,6.051455628e+00,5.578068491e+00,4.733871370e-01,150994124,75490485,4.999564420e-01,2.045111116e+01,9.824806700e-02,1,7.355213165e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,2,1.117756400e-04,2.475380534e-06,55.567313236,3.342180000e-05,5.779456094e-05,1.955871070e+00,1.955871360e+00,1.898509110e+00,1.029814918e+00,8.686924080e-01,2.920560000e-03,5.662624300e-02,4.160258400e-02,1.502365900e-02,3105536,1555970,5.010310619e-01,3.912307179e-01,4.204215000e-03,1,2.022539686e-06
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,2,1.232865860e-03,1.618639711e-04,116.259728370,5.896546200e-04,6.173286319e-04,2.095173673e+01,2.095173703e+01,1.978854622e+01,9.841247424e+00,9.947296920e+00,7.199887700e-02,1.149916457e+00,8.929986490e-01,2.569178080e-01,71666325,35857664,5.003418830e-01,1.066143286e+01,4.674295500e-02,0,1.655946069e-02
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,2,5.811730200e-04,1.358333093e-04,66.194194631,3.502166600e-04,2.058239987e-04,7.397765593e+00,7.397765832e+00,7.082039760e+00,4.486173255e+00,2.595865676e+00,3.319175100e-02,3.128095060e-01,2.414025100e-01,7.140699600e-02,19235140,9642194,5.012801570e-01,2.768114743e+00,1.529626400e-02,1,2.038478851e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,2,2.543511600e-04,2.687121511e-05,118.035750260,8.735080000e-05,1.458176020e-04,6.673917678e+00,6.673917927e+00,6.427852641e+00,3.819641954e+00,2.608209880e+00,7.527285000e-03,2.448837300e-01,1.811947830e-01,6.368894700e-02,15011265,7531250,5.017065517e-01,2.202636872e+00,1.312610800e-02,1,2.854216668e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,2,2.152640920e-03,3.929916457e-04,24.734259906,1.777647940e-03,3.329638410e-04,2.197424869e+01,2.197424896e+01,2.154161887e+01,1.292842726e+01,8.613190332e+00,2.645901490e-01,4.286528570e-01,3.194250480e-01,1.092278090e-01,26621990,12845752,4.825241088e-01,4.678092294e+00,2.747456500e-02,1,4.810702203e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,2,3.403521940e-03,9.922039671e-04,11.938370522,3.136152860e-03,2.257715207e-04,1.719438256e+01,1.719438288e+01,1.686068044e+01,1.030506915e+01,6.555610570e+00,1.061338460e-01,3.294757210e-01,2.549454340e-01,7.453028700e-02,20316253,10160109,5.000975820e-01,5.471189163e+00,2.759239400e-02,1,6.988048553e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,2,9.128691002e-02,8.437730257e-04,22.345004115,8.215191720e-02,8.474767380e-03,4.470457204e+02,4.470457207e+02,4.298295018e+02,2.771163359e+02,1.527131651e+02,4.275526475e+00,1.711567108e+01,1.308345953e+01,4.032211550e+00,1019903190,509941319,4.999899245e-01,2.151837011e+02,2.609290740e+00,1,5.072355270e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,2,3.492286266e-02,2.878035945e-03,44.353314305,2.899455698e-02,5.675704288e-03,2.969711144e+02,2.969711147e+02,2.845065042e+02,1.886826172e+02,9.582388513e+01,4.800735280e-01,1.236889809e+01,9.677523794e+00,2.691374297e+00,774472352,387223781,4.999839956e-01,1.389469552e+02,5.501346490e-01,1,1.153945923e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,2,9.565260740e-03,1.098215432e-03,31.571355576,4.811049840e-03,4.685475874e-03,2.649077880e+01,2.649077934e+01,2.414437786e+01,1.267422080e+01,1.147015625e+01,3.414875700e-02,2.321155496e+00,1.861621787e+00,4.595337090e-01,150994124,75507110,5.000665456e-01,4.105422002e+01,1.154217330e-01,1,7.390975952e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,2,1.654217940e-03,2.891852102e-04,45.638731254,7.183613200e-04,9.028812861e-04,7.179075961e+00,7.179076944e+00,6.592700661e+00,3.856364278e+00,2.736334430e+00,2.255544200e-02,5.803014170e-01,4.611138280e-01,1.191875890e-01,37748204,18876071,5.000521614e-01,8.503225466e+00,3.127140100e-02,1,7.343292236e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,2,9.477986000e-05,3.679368451e-06,65.531559131,1.658058000e-05,5.675008059e-05,2.734416408e+00,5.173625465e+00,2.694268134e+00,1.816492984e+00,8.777731180e-01,9.563651000e-03,3.983464200e-02,2.756778100e-02,1.226686100e-02,3105536,1734154,5.584073088e-01,9.303439814e-02,3.748174000e-03,1,2.022539686e-06
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,2,6.400997600e-04,1.409123778e-06,223.922361727,1.720032000e-05,6.010265470e-04,2.516583938e+01,5.762759566e+01,2.438201485e+01,1.442579606e+01,9.956216814e+00,7.482267200e-02,7.707703660e-01,5.263452210e-01,2.444251450e-01,71666325,63951263,8.923474589e-01,9.722030290e-01,4.444666300e-02,0,1.655946069e-02
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,2,2.351381800e-04,8.728393378e-07,163.607118163,1.613994000e-05,1.973452818e-04,8.509552802e+00,1.929579641e+01,8.296086106e+00,5.693183527e+00,2.602900778e+00,4.515674700e-02,2.102870040e-01,1.472722750e-01,6.301472900e-02,19235140,10199860,5.302721997e-01,3.567554482e-01,1.320823800e-02,1,2.038478851e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,2,1.773503000e-04,3.254629351e-06,169.283784691,2.517256000e-05,1.311334410e-04,8.688119603e+00,1.663907914e+01,8.528436713e+00,5.918778519e+00,2.609657634e+00,5.809713000e-03,1.574486570e-01,1.033065210e-01,5.414213600e-02,15011265,7408258,4.935132382e-01,2.476739134e-01,1.008183700e-02,1,2.135850925e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,2,1.539454460e-03,3.914469573e-04,34.586265059,1.222091680e-03,2.788556862e-04,2.226596942e+01,4.324420723e+01,2.196313784e+01,1.335998719e+01,8.603147642e+00,2.289429030e-01,3.001412510e-01,2.131794190e-01,8.696183200e-02,26621990,14350238,5.390370141e-01,1.151735646e+00,2.515640900e-02,1,4.810702203e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,2,2.662490600e-04,1.159877401e-06,152.610889971,1.682080000e-05,2.289049596e-04,2.025021566e+01,3.636465079e+01,2.002470474e+01,1.346455794e+01,6.560146078e+00,1.128697570e-01,2.224282170e-01,1.446222660e-01,7.780595100e-02,20316253,19363705,9.531139920e-01,4.855139658e-01,1.616924400e-02,1,6.988048553e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,2,9.596512460e-03,6.544922118e-04,212.557050127,6.055741600e-04,8.969031677e-03,5.026207474e+02,1.341025430e+03,4.913957455e+02,3.384492846e+02,1.529464588e+02,4.893144297e+00,1.112223186e+01,7.919812759e+00,3.202419100e+00,1019903190,510235282,5.002781509e-01,2.154026393e+01,6.912354500e-01,1,5.072355270e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,2,6.262677500e-03,4.636902844e-04,247.329469545,5.088321400e-04,6.098780146e-03,2.546159209e+02,6.623396689e+02,2.462493778e+02,1.504867835e+02,9.576259238e+01,3.910533990e-01,8.269081002e+00,5.825090956e+00,2.443990046e+00,774472352,357539771,4.616559521e-01,1.137853157e+01,4.818432580e-01,1,1.153945923e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,2,6.978836340e-03,6.787840051e-04,43.272006003,2.462400180e-03,4.472299500e-03,3.877903719e+01,2.277218299e+02,3.408293255e+01,2.279913239e+01,1.128379823e+01,1.213698410e-01,4.670051035e+00,4.173873385e+00,4.961776500e-01,150994124,75490485,4.999564420e-01,2.927091679e+01,1.143995530e-01,1,6.985664368e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,2,1.493154180e-03,1.495441915e-04,50.561696181,5.423634800e-04,9.220710301e-04,1.008490765e+01,4.951167992e+01,9.081082398e+00,6.353623274e+00,2.727457912e+00,4.234459998e-04,9.976382710e-01,8.794065110e-01,1.182317600e-01,37748204,18870007,4.998915180e-01,5.726909204e+00,2.931551700e-02,1,7.343292236e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,2,1.615952000e-04,1.463628942e-06,38.435993148,1.084681600e-04,6.795264065e-05,2.924828188e+00,2.924828527e+00,2.843645416e+00,1.974802439e+00,8.688412790e-01,6.159592000e-03,8.039113900e-02,6.789340600e-02,1.249773300e-02,3105536,153121,4.930582032e-02,5.037905565e-01,3.368270000e-03,1,2.022539686e-06
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,2,6.782333200e-04,1.122418931e-06,211.332362733,8.003450000e-05,6.058598566e-04,2.409931318e+01,2.409931342e+01,2.237121778e+01,1.243547793e+01,9.935737879e+00,4.133791200e-02,1.714844344e+00,1.502294283e+00,2.125500610e-01,71666325,239218,3.337941495e-03,4.064177820e+00,4.234404400e-02,0,1.655946069e-02
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,2,4.480138600e-04,4.649078391e-05,85.868504157,2.437336200e-04,2.031001580e-04,7.333305368e+00,7.333305585e+00,6.867665073e+00,4.273930206e+00,2.593732990e+00,4.010747700e-02,4.623927010e-01,4.007801530e-01,6.161254800e-02,19235140,242954,1.263073729e-02,1.404564605e+00,1.257455500e-02,1,2.038478851e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,2,2.051188200e-04,1.782672081e-06,146.366530385,6.503920000e-05,1.422950393e-04,7.132677304e+00,7.132677597e+00,6.767611769e+00,4.158669308e+00,2.608941604e+00,9.670442000e-03,3.639188300e-01,3.115327280e-01,5.238610200e-02,15011265,677138,4.510865673e-02,8.858386094e-01,9.873930000e-03,1,2.488980691e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,2,1.257390020e-03,1.044879027e-04,42.344840625,1.017308860e-03,3.487539226e-04,2.053315331e+01,2.053315354e+01,1.988080036e+01,1.127496775e+01,8.605831794e+00,2.434232650e-01,6.494976690e-01,5.446133670e-01,1.048843020e-01,26621990,2696444,1.012863426e-01,3.681596760e+00,1.970589100e-02,1,4.810702203e-04
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,2,3.687838600e-04,2.587378999e-06,110.179729666,1.630163800e-04,2.267955184e-04,1.939330206e+01,1.939330239e+01,1.890232017e+01,1.234555401e+01,6.556765269e+00,1.093642040e-01,4.882322850e-01,4.226651340e-01,6.556715100e-02,20316253,149813,7.374046779e-03,3.300898072e+00,1.571740700e-02,1,2.105236053e-04
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,2,2.018533540e-02,1.201518347e-03,101.053875974,1.271888254e-02,8.478986187e-03,4.560963867e+02,4.560963871e+02,4.315407930e+02,2.791007096e+02,1.524400828e+02,4.324375358e+00,2.445467827e+01,2.164118922e+01,2.813489041e+00,1019903190,50328313,4.934616687e-02,1.005464520e+02,6.581715080e-01,1,4.577636719e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,2,3.479493278e-02,3.631449344e-03,44.516387308,2.941314586e-02,5.429637156e-03,2.419279779e+02,2.419279781e+02,2.225939006e+02,1.268254743e+02,9.576842454e+01,7.460240120e-01,1.923679607e+01,1.686600538e+01,2.370790691e+00,774472352,376719342,4.864206463e-01,6.493727477e+01,4.693143960e-01,1,1.210076746e-04
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,2,1.043873950e-02,9.668039334e-04,28.929570280,6.395640940e-03,4.049387550e-03,3.264853091e+01,3.264853114e+01,2.894408489e+01,1.775815353e+01,1.118593061e+01,7.052256000e-03,3.679840370e+00,3.220422012e+00,4.594183580e-01,150994124,75490714,4.999579586e-01,2.043697244e+01,9.528364700e-02,1,8.273124695e-05
MPI mpi-io-in 2d-block-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,2,2.764620220e-03,2.466770625e-04,27.308057524,1.922966780e-03,8.397004867e-04,7.885456204e+00,7.885456453e+00,6.960376550e+00,4.230013541e+00,2.730361995e+00,9.419609000e-03,9.183943260e-01,7.976896840e-01,1.207046420e-01,37748204,18869339,4.998738218e-01,4.717710683e+00,2.471860600e-02,1,5.215406418e-05
